"no","type","Word","Sub_Type","Type2","Type3","wildcard","Source_Politician","Low_Precision","Low_Recall","Other_Reason","Include","Comment","sort","multiword","duplicate","real_duplicate","added","regex_matches","regex_lookuptime","regex_sort","word_copy","popu_list","ches2014_antielite_std","ches2017_antielite_std","ches2017_peopleelite_std","ches2017_pop_std","cses5_pop_std","mean_cor","at_FPOE","at_Gruene","at_NEOS","at_OEVP","at_PILZ","at_SPOE","de_AfD","de_CDU","de_CSU","de_FDP","de_Gruene","de_Linke","de_Piraten","de_SPD","ch_BDP","ch_CVP","ch_EDU","ch_EVP","ch_FDP","ch_Gruene","ch_Gruenliberale","ch_SP","ch_SVP","at_mean","de_mean","ch_mean","at_FPOE_meandv","at_Gruene_meandv","at_NEOS_meandv","at_OEVP_meandv","at_PILZ_meandv","at_SPOE_meandv","de_AfD_meandv","de_CDU_meandv","de_CSU_meandv","de_FDP_meandv","de_Gruene_meandv","de_Linke_meandv","de_Piraten_meandv","de_SPD_meandv","ch_BDP_meandv","ch_CVP_meandv","ch_EDU_meandv","ch_EVP_meandv","ch_FDP_meandv","ch_Gruene_meandv","ch_Gruenliberale_meandv","ch_SP_meandv","ch_SVP_meandv"
75,,"(grund)?anständig(e|er|es|en|em) mensch(en)?","ehrliche menschen","advocative","people-centrism","regex",0,0,0,0,1,,"grundanständigeeresenemmenschen",TRUE,FALSE,FALSE,2019-04-11,12,1.57,1,"(grund)?anständig(e|er|es|en|em) mensch(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"(grund)?vernünftig(e|er|es|en|em) mensch(en)?","common sense","advocative","people-centrism","regex",0,0,0,0,1,,"grundvernünftigeeresenemmenschen",TRUE,FALSE,FALSE,2019-04-11,23,1.09,1,"(grund)?vernünftig(e|er|es|en|em) mensch(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"günstling(s|e|en)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,"check","günstlingseen",FALSE,FALSE,FALSE,2019-04-08,15,0.92,1,"günstling(s|e|en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"(haben|hat) (.* )?bürger(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)","menschen reicht es","advocative","people-centrism","regex",0,0,0,0,1,,"habenhatbürgerinnenindienasedieschnauzesattgenugdicke",TRUE,FALSE,FALSE,2019-04-11,7,1.39,1,"(haben|hat) (.* )?bürger(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"substantive","hausverstand(s|es)?","zzz_none","advocative","sovereignty","none",0,0,0,0,1,,"hausverstandses",FALSE,FALSE,FALSE,2020-03-17,105,1.02,1,"hausverstand(s|es)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"adjective","hirnverbrannt(e|er|es|en|em)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"hirnverbrannteeresenem",FALSE,FALSE,FALSE,2020-03-17,57,1.08,1,"hirnverbrannt(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"adjective","hochmütig(e|er|es|en|em)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"hochmütigeeresenem",FALSE,FALSE,FALSE,2020-03-17,7,1.31,1,"hochmütig(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"substantive","irrsinn","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"irrsinn",FALSE,FALSE,FALSE,2020-03-17,429,1.25,1,"irrsinn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,"irrwitz(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,1,,"irrwitz",FALSE,FALSE,FALSE,2019-04-08,43,1.26,1,"irrwitz(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,"kanzler(innen)?darsteller(s|n|innen|in)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"kanzlerinnendarstellersninnenin",FALSE,FALSE,FALSE,2020-03-17,458,0.82,1,"kanzler(innen)?darsteller(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,"(.*)kapitalist(en|in|innen)?","elitenbezug","conflictive","anti-elitism","regex",0,0,0,0,1,,"kapitalistenininnen",FALSE,FALSE,FALSE,2019-05-10,18,0.81,1,"(.*)kapitalist(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,"konzernlobbyist(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"konzernlobbyist",FALSE,FALSE,FALSE,2019-04-08,7,0.87,1,"konzernlobbyist(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,"korrumpier(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"korrumpier",FALSE,FALSE,FALSE,2019-04-08,12,0.86,1,"korrumpier(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,"korrupt(e|er|es|en|em)? ","korrupte eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"korrupteeresenem",TRUE,FALSE,FALSE,2019-04-11,118,0.85,1,"korrupt(e|er|es|en|em)? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,"kreisen","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"kreisen",FALSE,FALSE,FALSE,2019-04-08,151,0.83,1,"kreisen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,"kuhhandel(s)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"kuhhandels",FALSE,FALSE,FALSE,2019-04-09,121,0.86,1,"kuhhandel(s)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,"(.*)kungel(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"kungel",FALSE,FALSE,FALSE,2019-04-09,51,0.80,1,"(.*)kungel(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,"lebensfern(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"lebensfern",FALSE,FALSE,FALSE,2019-04-08,5,1.29,1,"lebensfern(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,"lebensfremd(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"lebensfremd",FALSE,FALSE,FALSE,2019-04-08,10,1.31,1,"lebensfremd(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,"lug","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"lug",FALSE,FALSE,FALSE,2019-04-08,7,1.02,1,"lug",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"substantive","machthunger(s)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"machthungers",FALSE,FALSE,FALSE,2019-04-08,5,0.94,1,"machthunger(s)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,"machthungrig(e|er|es|en|em)? ","diktatorische eliten","conflictive","sovereignty","regex",0,0,0,0,1,,"machthungrigeeresenem",TRUE,FALSE,FALSE,2019-04-11,11,0.91,1,"machthungrig(e|er|es|en|em)? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,"machtversessen(e|er|es|en|em)? ","diktatorische eliten","conflictive","sovereignty","regex",0,0,0,0,1,,"machtversesseneeresenem",TRUE,FALSE,FALSE,2020-03-17,8,0.92,1,"machtversessen(e|er|es|en|em)? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"substantive","machtversessenheit","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"machtversessenheit",FALSE,FALSE,FALSE,2019-04-08,6,0.91,1,"machtversessenheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,"mafia","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"mafia",FALSE,FALSE,FALSE,2019-04-08,65,0.89,1,"mafia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"substantive","manipulier(t|en)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"manipulierten",FALSE,FALSE,FALSE,2020-03-17,115,0.90,1,"manipulier(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,"ma(ß|ss)(t|en) (.* )?sich","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"maßsstensich",TRUE,FALSE,FALSE,2020-03-17,19,0.95,1,"ma(ß|ss)(t|en) (.* )?sich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"substantive","mauschelei(en|n)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"mauscheleienn",FALSE,FALSE,FALSE,2020-03-17,26,0.92,1,"mauschelei(en|n)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,"mehrheit (der|im|in der|unter den|aller)","mehrheit","advocative","sovereignty","regex",0,0,0,0,1,,"mehrheitderiminderunterdenaller",TRUE,FALSE,FALSE,2019-04-11,944,0.91,1,"mehrheit (der|im|in der|unter den|aller)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,"mehrheit (der|unter den|aller) bürger(n|innen)?","mehrheit","advocative","sovereignty","regex",1,0,0,0,1,,"mehrheitderunterdenallerbürgerninnen",TRUE,FALSE,FALSE,2019-04-11,32,0.93,1,"mehrheit (der|unter den|aller) bürger(n|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,"mehrheit (des|im) volk(s|es|e)?","mehrheit","advocative","sovereignty","regex",0,0,0,0,1,,"mehrheitdesimvolksese",TRUE,FALSE,FALSE,2019-04-11,6,0.94,1,"mehrheit (des|im) volk(s|es|e)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,"mehrheitsmeinung(en)?","zzz_none","advocative","sovereignty","regex",1,0,0,0,1,,"mehrheitsmeinungen",FALSE,FALSE,FALSE,2019-04-08,18,0.92,1,"mehrheitsmeinung(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"adjective","nimmersatt(e|er|es|en|em)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"nimmersatteeresenem",FALSE,FALSE,FALSE,2020-03-17,17,1.41,1,"nimmersatt(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,"nomenklatura","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"nomenklatura",FALSE,FALSE,FALSE,2019-04-08,5,1.36,1,"nomenklatura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,"normal(e|er|en|em) bürger(s|n|innen|in)?","normale menschen","advocative","people-centrism","regex",0,0,0,0,1,,"normaleerenembürgersninnenin",TRUE,FALSE,FALSE,2019-04-11,101,1.44,1,"normal(e|er|en|em) bürger(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,"normalsterblich(.*)","zzz_none","advocative","people-centrism","regex",0,0,0,0,1,,"normalsterblich",FALSE,FALSE,FALSE,2019-04-08,6,1.37,1,"normalsterblich(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"adjective","oberlehrerhaft(e|er|es|en|em)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"oberlehrerhafteeresenem",FALSE,FALSE,FALSE,2020-03-18,5,0.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"actor elite","oberlehrer(s|n|in|innen|rolle)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"oberlehrersnininnenrolle",FALSE,FALSE,FALSE,2020-03-18,13,1.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,"oberschicht","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"oberschicht",FALSE,FALSE,FALSE,2019-04-08,6,0.90,1,"oberschicht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,"ohne (.* )?rückgrat","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"ohnerückgrat",TRUE,FALSE,FALSE,2019-04-09,6,0.94,1,"ohne (.* )?rückgrat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,"opportunist(en|in|innen)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"opportunistenininnen",FALSE,FALSE,FALSE,2019-04-09,29,0.93,1,"opportunist(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,"österreichische(n|r)? tradition(en)?","zzz_none","advocative","people-centrism","regex",1,0,0,0,1,,"österreichischenrtraditionen",TRUE,FALSE,FALSE,2019-04-08,11,0.73,1,"österreichische(n|r)? tradition(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,"(.*)partei(en)? (.* )?(be|an)?lüg(t|en)","unaufrichtige eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"parteienbeanlügten",TRUE,FALSE,FALSE,2019-04-11,14,0.88,1,"(.*)partei(en)? (.* )?(be|an)?lüg(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,"(.*)partei(en)?(-)?kartell(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"parteienkartell",FALSE,FALSE,FALSE,2019-04-08,25,0.81,1,"(.*)partei(en)?(-)?kartell(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,"parteien(-)?system","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"parteiensystem",FALSE,FALSE,FALSE,2019-04-08,26,0.83,1,"parteien(-)?system",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"substantive","pfründe","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"pfründe",FALSE,FALSE,FALSE,2020-03-17,36,0.84,1,"pfründe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,"plebiszitär(e|er|es|en|em)?","direkte demokratie","advocative","sovereignty","regex",0,0,0,0,1,,"plebiszitäreeresenem",FALSE,FALSE,FALSE,2019-04-08,5,0.84,1,"plebiszitär(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,"pöbel(s)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"pöbels",FALSE,FALSE,FALSE,2019-04-08,7,0.83,1,"pöbel(s)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,"politiker(-)?kaste(n)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"politikerkasten",FALSE,FALSE,FALSE,2019-04-08,7,0.84,1,"politiker(-)?kaste(n)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,"politikversagen(s)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"politikversagens",FALSE,FALSE,FALSE,2019-04-08,27,0.85,1,"politikversagen(s)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,"politische(n|m|s)? versagen(s)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"politischenmsversagens",TRUE,FALSE,FALSE,2019-04-08,18,0.84,1,"politische(n|m|s)? versagen(s)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,"politische(r|n)? klasse","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"politischernklasse",TRUE,FALSE,FALSE,2019-04-08,33,0.83,1,"politische(r|n)? klasse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,"politische(r|n|m|s)? kaste(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"politischernmskaste",TRUE,FALSE,FALSE,2019-04-08,5,0.85,1,"politische(r|n|m|s)? kaste(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"substantive","postengeschacher","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"postengeschacher",FALSE,FALSE,FALSE,2020-03-17,14,0.82,1,"postengeschacher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,"(prinzipien|gesinnung|überzeugung(en)?|grundsätze) (über bord w(e|i)rf(en|t)|verr(a|ä)t(en)?|verg(e|i)ss(en|t)|änder(t|n)|wechsel(t|n)|tausch(t|en))","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"prinzipiengesinnungüberzeugungengrundsätzeüberbordweirfentverraätenvergeissentändertnwechseltntauschten",TRUE,FALSE,FALSE,2019-04-09,6,1.74,1,"(prinzipien|gesinnung|überzeugung(en)?|grundsätze) (über bord w(e|i)rf(en|t)|verr(a|ä)t(en)?|verg(e|i)ss(en|t)|änder(t|n)|wechsel(t|n)|tausch(t|en))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,"prinzipienlos(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"prinzipienlos",FALSE,FALSE,FALSE,2019-04-09,12,0.82,1,"prinzipienlos(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,"propagand(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,1,,"propagand",FALSE,FALSE,FALSE,2019-04-08,447,0.83,1,"propagand(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,"pseudo(-)?(.*)partei(en)?","pseudo-eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"pseudoparteien",FALSE,FALSE,FALSE,2019-04-11,5,0.84,1,"pseudo(-)?(.*)partei(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,"raubritter(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"raubritter",FALSE,FALSE,FALSE,2019-04-08,15,1.20,1,"raubritter(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"substantive","realitätsferne","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"realitätsferne",FALSE,FALSE,FALSE,2020-03-17,28,1.21,1,"realitätsferne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"adjective","realitätsfern(e|er|es|en|em)? ","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"realitätsferneeresenem",TRUE,FALSE,FALSE,2019-04-11,69,1.27,1,"realitätsfern(e|er|es|en|em)? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"adjective","realitätsfremd(e|er|es|en|em)? ","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"realitätsfremdeeresenem",TRUE,FALSE,FALSE,2019-04-11,68,1.26,1,"realitätsfremd(e|er|es|en|em)? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,"rechtschaffen(e|er|en|em) bürger(s|n|innen|in)?","ehrliche menschen","advocative","people-centrism","regex",0,0,0,0,1,,"rechtschaffeneerenembürgersninnenin",TRUE,FALSE,FALSE,2019-04-11,9,1.30,1,"rechtschaffen(e|er|en|em) bürger(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,"rückgratlos(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"rückgratlos",FALSE,FALSE,FALSE,2019-04-09,39,1.24,1,"rückgratlos(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,"sagen dürfen","zzz_none","advocative","sovereignty","none",0,0,0,0,1,,"sagendürfen",TRUE,FALSE,FALSE,2019-04-08,15,1.19,1,"sagen dürfen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,"schäm(t|en)","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,1,,"schämten",FALSE,FALSE,FALSE,2019-04-08,159,1.22,1,"schäm(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"substantive","schande","zzz_none","conflictive","anti-elitism","none",1,0,0,0,1,,"schande",FALSE,FALSE,FALSE,2019-04-08,488,1.20,1,"schande",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,"schickeria","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"schickeria",FALSE,FALSE,FALSE,2019-04-08,7,1.17,1,"schickeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,"schreiberling(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"schreiberling",FALSE,FALSE,FALSE,2019-04-08,6,1.18,1,"schreiberling(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,"schweigend(e|er|en) mehrheit","schweigende mehrheit","advocative","people-centrism","regex",0,0,0,0,1,,"schweigendeerenmehrheit",TRUE,FALSE,FALSE,2019-04-11,11,1.20,1,"schweigend(e|er|en) mehrheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,"schweizer tradition(en)?","zzz_none","advocative","people-centrism","regex",1,0,0,0,1,,"schweizertraditionen",TRUE,FALSE,FALSE,2019-04-08,9,1.23,1,"schweizer tradition(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"adjective","selbstgefällig(e|er|es|en|em)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"selbstgefälligeeresenem",FALSE,FALSE,FALSE,2020-03-17,14,1.20,1,"selbstgefällig(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,"selbstherrlich(.*)","diktatorische eliten","conflictive","sovereignty","regex",0,0,0,0,1,,"selbstherrlich",FALSE,FALSE,FALSE,2019-11-19,66,1.19,1,"selbstherrlich(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"adjective","selbstzufrieden(e|er|es|en|em)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"selbstzufriedeneeresenem",FALSE,FALSE,FALSE,2020-03-17,6,1.20,1,"selbstzufrieden(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,"sich (.* )?bürger(innen|in)? (.* )?(wehr|widersetz|verteidig)(t|en)","menschen wehren sich","advocative","people-centrism","regex",0,0,0,0,1,,"sichbürgerinneninwehrwidersetzverteidigten",TRUE,FALSE,FALSE,2019-04-11,4,1.53,1,"sich (.* )?bürger(innen|in)? (.* )?(wehr|widersetz|verteidig)(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,"so(-)?genannt(e|er|en) ([^[:space:]]*)medien","pseudo-eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"sogenannteeren[^[:space:]]medien",TRUE,FALSE,FALSE,2019-04-11,4,1.28,1,"so(-)?genannt(e|er|en) ([^[:space:]]*)medien",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,"so(-| )?genannt(e|er|es|en|em)? ","pseudo-eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"sogenannteeresenem",TRUE,FALSE,FALSE,2019-04-11,1672,1.27,1,"so(-| )?genannt(e|er|es|en|em)? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"actor elite","spekulant(en|in|innen)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"spekulantenininnen",FALSE,FALSE,FALSE,2020-03-17,170,1.24,1,"spekulant(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,"staatsversagen(s)?","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"staatsversagens",FALSE,FALSE,FALSE,2020-03-17,117,1.20,1,"staatsversagen(s)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
